ToxPrint_ID,ToxPrint_chemotype_name (original),Level 1,Level 2,Level 3,Level 4,Level 5,Level 2 full,Level 3 full,Level 4 full,Level 5 full
121,bond:COH_alcohol_alkene_cyclic,bond,COH_alcohol,alkene,cyclic,,bond:COH_alcohol,bond:COH_alcohol_alkene,bond:COH_alcohol_alkene_cyclic,bond:COH_alcohol_alkene_cyclic
122,bond:COH_alcohol_allyl,bond,COH_alcohol,allyl,,,bond:COH_alcohol,bond:COH_alcohol_allyl,bond:COH_alcohol_allyl,bond:COH_alcohol_allyl
123,bond:COH_alcohol_aromatic,bond,COH_alcohol,aromatic,,,bond:COH_alcohol,bond:COH_alcohol_aromatic,bond:COH_alcohol_aromatic,bond:COH_alcohol_aromatic
124,bond:COH_alcohol_aromatic_phenol,bond,COH_alcohol,aromatic,phenol,,bond:COH_alcohol,bond:COH_alcohol_aromatic_phenol,bond:COH_alcohol_aromatic,bond:COH_alcohol_aromatic_phenol
125,bond:COH_alcohol_benzyl,bond,COH_alcohol,benzyl,,,bond:COH_alcohol,bond:COH_alcohol_benzyl,bond:COH_alcohol_benzyl,bond:COH_alcohol_benzyl
126,bond:COH_alcohol_diol_(1_1-),bond,COH_alcohol,diol,(1_1-),,bond:COH_alcohol,bond:COH_alcohol_diol,bond:COH_alcohol_diol_(1_1-),bond:COH_alcohol_diol_(1_1-)
127,bond:COH_alcohol_diol_(1_2-),bond,COH_alcohol,diol,(1_2-),,bond:COH_alcohol,bond:COH_alcohol_diol,bond:COH_alcohol_diol_(1_2-),bond:COH_alcohol_diol_(1_2-)
128,bond:COH_alcohol_diol_(1_3-),bond,COH_alcohol,diol,(1_3-),,bond:COH_alcohol,bond:COH_alcohol_diol,bond:COH_alcohol_diol_(1_3-),bond:COH_alcohol_diol_(1_3-)
129,bond:COH_alcohol_generic,bond,COH_alcohol,generic,,,bond:COH_alcohol,bond:COH_alcohol_generic,bond:COH_alcohol_generic,bond:COH_alcohol_generic
130,bond:COH_alcohol_pri-alkyl,bond,COH_alcohol,pri-alkyl,,,bond:COH_alcohol,bond:COH_alcohol_pri-alkyl,bond:COH_alcohol_pri-alkyl,bond:COH_alcohol_pri-alkyl
131,bond:COH_alcohol_sec-alkyl,bond,COH_alcohol,sec-alkyl,,,bond:COH_alcohol,bond:COH_alcohol_sec-alkyl,bond:COH_alcohol_sec-alkyl,bond:COH_alcohol_sec-alkyl
132,bond:COH_alcohol_ter-alkyl,bond,COH_alcohol,ter-alkyl,,,bond:COH_alcohol,bond:COH_alcohol_ter-alkyl,bond:COH_alcohol_ter-alkyl,bond:COH_alcohol_ter-alkyl
133,bond:CS_sulfide_di-,bond,CS_sulfide,di-,,,bond:CS_sulfide,bond:CS_sulfide_di-,bond:CS_sulfide_di-,bond:CS_sulfide_di-
134,bond:CS_sulfide_dialkyl,bond,CS_sulfide,dialkyl,,,bond:CS_sulfide,bond:CS_sulfide_dialkyl,bond:CS_sulfide_dialkyl,bond:CS_sulfide_dialkyl
135,bond:CS_sulfide,bond,CS_sulfide,,,,bond:CS_sulfide,bond:CS_sulfide,bond:CS_sulfide,bond:CS_sulfide
136,bond:CX_halide_alkenyl-Cl_acyclic,bond,CX_halide,alkenyl-Cl,acyclic,,bond:CX_halide,bond:CX_halide_alkenyl-Cl,bond:CX_halide_alkenyl-Cl_acyclic,bond:CX_halide_alkenyl-Cl_acyclic
137,bond:CX_halide_alkenyl-Cl_dichloro_(1_1-),bond,CX_halide,alkenyl-Cl,dichloro_(1_1-),,bond:CX_halide,bond:CX_halide_alkenyl-Cl,bond:CX_halide_alkenyl-Cl_dichloro_(1_1-),bond:CX_halide_alkenyl-Cl_dichloro_(1_1-)
138,bond:CX_halide_alkenyl-X_acyclic,bond,CX_halide,alkenyl-X,acyclic,,bond:CX_halide,bond:CX_halide_alkenyl-X,bond:CX_halide_alkenyl-X_acyclic,bond:CX_halide_alkenyl-X_acyclic
139,bond:CX_halide_alkenyl-X_acyclic_generic,bond,CX_halide,alkenyl-X,acyclic,generic,bond:CX_halide,bond:CX_halide_alkenyl-X,bond:CX_halide_alkenyl-X_acyclic,bond:CX_halide_alkenyl-X_acyclic_generic
140,bond:CX_halide_alkenyl-X_dihalo_(1_1-),bond,CX_halide,alkenyl-X,dihalo_(1_1-),,bond:CX_halide,bond:CX_halide_alkenyl-X,bond:CX_halide_alkenyl-X_dihalo_(1_1-),bond:CX_halide_alkenyl-X_dihalo_(1_1-)
141,bond:CX_halide_alkenyl-X_dihalo_(1_2-),bond,CX_halide,alkenyl-X,dihalo_(1_2-),,bond:CX_halide,bond:CX_halide_alkenyl-X,bond:CX_halide_alkenyl-X_dihalo_(1_2-),bond:CX_halide_alkenyl-X_dihalo_(1_2-)
142,bond:CX_halide_alkenyl-X_generic,bond,CX_halide,alkenyl-X,generic,,bond:CX_halide,bond:CX_halide_alkenyl-X,bond:CX_halide_alkenyl-X_generic,bond:CX_halide_alkenyl-X_generic
143,bond:CX_halide_alkenyl-X_trihalo_(1_1_2-),bond,CX_halide,alkenyl-X,trihalo_(1_1_2-),,bond:CX_halide,bond:CX_halide_alkenyl-X,bond:CX_halide_alkenyl-X_trihalo_(1_1_2-),bond:CX_halide_alkenyl-X_trihalo_(1_1_2-)
144,bond:CX_halide_alkyl-Cl_dichloro_(1_1-),bond,CX_halide,alkyl-Cl,dichloro_(1_1-),,bond:CX_halide,bond:CX_halide_alkyl-Cl,bond:CX_halide_alkyl-Cl_dichloro_(1_1-),bond:CX_halide_alkyl-Cl_dichloro_(1_1-)
145,bond:CX_halide_alkyl-Cl_ethyl,bond,CX_halide,alkyl-Cl,ethyl,,bond:CX_halide,bond:CX_halide_alkyl-Cl,bond:CX_halide_alkyl-Cl_ethyl,bond:CX_halide_alkyl-Cl_ethyl
146,bond:CX_halide_alkyl-Cl_trichloro_(1_1_1-),bond,CX_halide,alkyl-Cl,trichloro_(1_1_1-),,bond:CX_halide,bond:CX_halide_alkyl-Cl,bond:CX_halide_alkyl-Cl_trichloro_(1_1_1-),bond:CX_halide_alkyl-Cl_trichloro_(1_1_1-)
147,bond:CX_halide_alkyl-F_perfluoro_butyl,bond,CX_halide,alkyl-F,perfluoro_butyl,,bond:CX_halide,bond:CX_halide_alkyl-F,bond:CX_halide_alkyl-F_perfluoro_butyl,bond:CX_halide_alkyl-F_perfluoro_butyl
148,bond:CX_halide_alkyl-F_perfluoro_ethyl,bond,CX_halide,alkyl-F,perfluoro_ethyl,,bond:CX_halide,bond:CX_halide_alkyl-F,bond:CX_halide_alkyl-F_perfluoro_ethyl,bond:CX_halide_alkyl-F_perfluoro_ethyl
149,bond:CX_halide_alkyl-F_perfluoro_hexyl,bond,CX_halide,alkyl-F,perfluoro_hexyl,,bond:CX_halide,bond:CX_halide_alkyl-F,bond:CX_halide_alkyl-F_perfluoro_hexyl,bond:CX_halide_alkyl-F_perfluoro_hexyl
150,bond:CX_halide_alkyl-F_perfluoro_octyl,bond,CX_halide,alkyl-F,perfluoro_octyl,,bond:CX_halide,bond:CX_halide_alkyl-F,bond:CX_halide_alkyl-F_perfluoro_octyl,bond:CX_halide_alkyl-F_perfluoro_octyl
151,bond:CX_halide_alkyl-F_tetrafluoro_(1_1_1_2-),bond,CX_halide,alkyl-F,tetrafluoro_(1_1_1_2-),,bond:CX_halide,bond:CX_halide_alkyl-F,bond:CX_halide_alkyl-F_tetrafluoro_(1_1_1_2-),bond:CX_halide_alkyl-F_tetrafluoro_(1_1_1_2-)
152,bond:CX_halide_alkyl-F_trifluoro_(1_1_1-),bond,CX_halide,alkyl-F,trifluoro_(1_1_1-),,bond:CX_halide,bond:CX_halide_alkyl-F,bond:CX_halide_alkyl-F_trifluoro_(1_1_1-),bond:CX_halide_alkyl-F_trifluoro_(1_1_1-)
153,bond:CX_halide_alkyl-X_aromatic_alkane,bond,CX_halide,alkyl-X,aromatic,alkane,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_aromatic,bond:CX_halide_alkyl-X_aromatic_alkane
154,bond:CX_halide_alkyl-X_aromatic_generic,bond,CX_halide,alkyl-X,aromatic,generic,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_aromatic,bond:CX_halide_alkyl-X_aromatic_generic
155,bond:CX_halide_alkyl-X_benzyl_alkane,bond,CX_halide,alkyl-X,benzyl,alkane,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_benzyl,bond:CX_halide_alkyl-X_benzyl_alkane
156,bond:CX_halide_alkyl-X_benzyl_generic,bond,CX_halide,alkyl-X,benzyl,generic,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_benzyl,bond:CX_halide_alkyl-X_benzyl_generic
157,bond:CX_halide_alkyl-X_bicyclo[2_2_1]heptane,bond,CX_halide,alkyl-X,bicyclo[2_2_1]heptane,,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_bicyclo[2_2_1]heptane,bond:CX_halide_alkyl-X_bicyclo[2_2_1]heptane
158,bond:CX_halide_alkyl-X_bicyclo[2_2_1]heptene,bond,CX_halide,alkyl-X,bicyclo[2_2_1]heptene,,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_bicyclo[2_2_1]heptene,bond:CX_halide_alkyl-X_bicyclo[2_2_1]heptene
159,bond:CX_halide_alkyl-X_dihalo_(1_1-),bond,CX_halide,alkyl-X,dihalo_(1_1-),,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_dihalo_(1_1-),bond:CX_halide_alkyl-X_dihalo_(1_1-)
160,bond:CX_halide_alkyl-X_dihalo_(1_2-),bond,CX_halide,alkyl-X,dihalo_(1_2-),,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_dihalo_(1_2-),bond:CX_halide_alkyl-X_dihalo_(1_2-)
161,bond:CX_halide_alkyl-X_dihalo_(1_3),bond,CX_halide,alkyl-X,dihalo_(1_3),,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_dihalo_(1_3),bond:CX_halide_alkyl-X_dihalo_(1_3)
162,bond:CX_halide_alkyl-X_ethyl,bond,CX_halide,alkyl-X,ethyl,,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_ethyl,bond:CX_halide_alkyl-X_ethyl
163,bond:CX_halide_alkyl-X_ethyl_generic,bond,CX_halide,alkyl-X,ethyl_generic,,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_ethyl_generic,bond:CX_halide_alkyl-X_ethyl_generic
164,bond:CX_halide_alkyl-X_generic,bond,CX_halide,alkyl-X,generic,,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_generic,bond:CX_halide_alkyl-X_generic
165,bond:CX_halide_alkyl-X_primary,bond,CX_halide,alkyl-X,primary,,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_primary,bond:CX_halide_alkyl-X_primary
166,bond:CX_halide_alkyl-X_secondary,bond,CX_halide,alkyl-X,secondary,,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_secondary,bond:CX_halide_alkyl-X_secondary
167,bond:CX_halide_alkyl-X_tertiary,bond,CX_halide,alkyl-X,tertiary,,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_tertiary,bond:CX_halide_alkyl-X_tertiary
168,bond:CX_halide_alkyl-X_tetrahalo_(1_1_2_2-),bond,CX_halide,alkyl-X,tetrahalo_(1_1_2_2-),,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_tetrahalo_(1_1_2_2-),bond:CX_halide_alkyl-X_tetrahalo_(1_1_2_2-)
169,bond:CX_halide_alkyl-X_trihalo_(1_1_1-),bond,CX_halide,alkyl-X,trihalo_(1_1_1-),,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_trihalo_(1_1_1-),bond:CX_halide_alkyl-X_trihalo_(1_1_1-)
170,bond:CX_halide_alkyl-X_trihalo_(1_1_2-),bond,CX_halide,alkyl-X,trihalo_(1_1_2-),,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_trihalo_(1_1_2-),bond:CX_halide_alkyl-X_trihalo_(1_1_2-)
171,bond:CX_halide_alkyl-X_trihalo_(1_2_3-),bond,CX_halide,alkyl-X,trihalo_(1_2_3-),,bond:CX_halide,bond:CX_halide_alkyl-X,bond:CX_halide_alkyl-X_trihalo_(1_2_3-),bond:CX_halide_alkyl-X_trihalo_(1_2_3-)
172,bond:CX_halide_allyl-Cl_acyclic,bond,CX_halide,allyl-Cl_acyclic,,,bond:CX_halide,bond:CX_halide_allyl-Cl_acyclic,bond:CX_halide_allyl-Cl_acyclic,bond:CX_halide_allyl-Cl_acyclic
173,bond:CX_halide_allyl-X_acyclic,bond,CX_halide,allyl-X_acyclic,,,bond:CX_halide,bond:CX_halide_allyl-X_acyclic,bond:CX_halide_allyl-X_acyclic,bond:CX_halide_allyl-X_acyclic
174,bond:CX_halide_aromatic-Cl_dichloro_pyridine_(1_2-),bond,CX_halide,aromatic-Cl,dichloro_pyridine,(1_2-),bond:CX_halide,bond:CX_halide_aromatic-Cl,bond:CX_halide_aromatic-Cl_dichloro_pyridine,bond:CX_halide_aromatic-Cl_dichloro_pyridine_(1_2-)
175,bond:CX_halide_aromatic-Cl_dichloro_pyridine_(1_3-),bond,CX_halide,aromatic-Cl,dichloro_pyridine,(1_3-),bond:CX_halide,bond:CX_halide_aromatic-Cl,bond:CX_halide_aromatic-Cl_dichloro_pyridine,bond:CX_halide_aromatic-Cl_dichloro_pyridine_(1_3-)
176,bond:CX_halide_aromatic-Cl_dichloro_pyridine_(1_4-),bond,CX_halide,aromatic-Cl,dichloro_pyridine,(1_4-),bond:CX_halide,bond:CX_halide_aromatic-Cl,bond:CX_halide_aromatic-Cl_dichloro_pyridine,bond:CX_halide_aromatic-Cl_dichloro_pyridine_(1_4-)
177,bond:CX_halide_aromatic-Cl_dichloro_pyridine_(1_5-),bond,CX_halide,aromatic-Cl,dichloro_pyridine,(1_5-),bond:CX_halide,bond:CX_halide_aromatic-Cl,bond:CX_halide_aromatic-Cl_dichloro_pyridine,bond:CX_halide_aromatic-Cl_dichloro_pyridine_(1_5-)
178,bond:CX_halide_aromatic-Cl_trihalo_benzene_(1_2_4-),bond,CX_halide,aromatic-Cl,trihalo_benzene_(1_2_4-),,bond:CX_halide,bond:CX_halide_aromatic-Cl,bond:CX_halide_aromatic-Cl_trihalo_benzene_(1_2_4-),bond:CX_halide_aromatic-Cl_trihalo_benzene_(1_2_4-)
179,bond:CX_halide_aromatic-X_biphenyl,bond,CX_halide,aromatic-X,biphenyl,,bond:CX_halide,bond:CX_halide_aromatic-X,bond:CX_halide_aromatic-X_biphenyl,bond:CX_halide_aromatic-X_biphenyl
180,bond:CX_halide_aromatic-X_dihalo_benzene_(1_2-),bond,CX_halide,aromatic-X,dihalo_benzene,(1_2-),bond:CX_halide,bond:CX_halide_aromatic-X,bond:CX_halide_aromatic-X_dihalo_benzene,bond:CX_halide_aromatic-X_dihalo_benzene_(1_2-)
181,bond:CX_halide_aromatic-X_dihalo_benzene_(1_3-),bond,CX_halide,aromatic-X,dihalo_benzene,(1_3-),bond:CX_halide,bond:CX_halide_aromatic-X,bond:CX_halide_aromatic-X_dihalo_benzene,bond:CX_halide_aromatic-X_dihalo_benzene_(1_3-)
182,bond:CX_halide_aromatic-X_dihalo_benzene_(1_4-),bond,CX_halide,aromatic-X,dihalo_benzene,(1_4-),bond:CX_halide,bond:CX_halide_aromatic-X,bond:CX_halide_aromatic-X_dihalo_benzene,bond:CX_halide_aromatic-X_dihalo_benzene_(1_4-)
183,bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph),bond,CX_halide,aromatic-X,ether_aromatic_(Ph-O-Ph),,bond:CX_halide,bond:CX_halide_aromatic-X,bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph),bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph)
184,bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph)_generic,bond,CX_halide,aromatic-X,ether_aromatic_(Ph-O-Ph),generic,bond:CX_halide,bond:CX_halide_aromatic-X,bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph),bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph)_generic
185,bond:CX_halide_aromatic-X_generic,bond,CX_halide,aromatic-X,generic,,bond:CX_halide,bond:CX_halide_aromatic-X,bond:CX_halide_aromatic-X_generic,bond:CX_halide_aromatic-X_generic
186,bond:CX_halide_aromatic-X_halo_phenol,bond,CX_halide,aromatic-X,halo_phenol,,bond:CX_halide,bond:CX_halide_aromatic-X,bond:CX_halide_aromatic-X_halo_phenol,bond:CX_halide_aromatic-X_halo_phenol
187,bond:CX_halide_aromatic-X_halo_phenol_meta,bond,CX_halide,aromatic-X,halo_phenol,meta,bond:CX_halide,bond:CX_halide_aromatic-X,bond:CX_halide_aromatic-X_halo_phenol,bond:CX_halide_aromatic-X_halo_phenol_meta
188,bond:CX_halide_aromatic-X_halo_phenol_ortho,bond,CX_halide,aromatic-X,halo_phenol,ortho,bond:CX_halide,bond:CX_halide_aromatic-X,bond:CX_halide_aromatic-X_halo_phenol,bond:CX_halide_aromatic-X_halo_phenol_ortho
189,bond:CX_halide_aromatic-X_halo_phenol_para,bond,CX_halide,aromatic-X,halo_phenol,para,bond:CX_halide,bond:CX_halide_aromatic-X,bond:CX_halide_aromatic-X_halo_phenol,bond:CX_halide_aromatic-X_halo_phenol_para
190,bond:CX_halide_aromatic-X_trihalo_benzene_(1_2_3-),bond,CX_halide,aromatic-X,trihalo_benzene,(1_2_3-),bond:CX_halide,bond:CX_halide_aromatic-X,bond:CX_halide_aromatic-X_trihalo_benzene,bond:CX_halide_aromatic-X_trihalo_benzene_(1_2_3-)
191,bond:CX_halide_aromatic-X_trihalo_benzene_(1_3_5-),bond,CX_halide,aromatic-X,trihalo_benzene,(1_3_5-),bond:CX_halide,bond:CX_halide_aromatic-X,bond:CX_halide_aromatic-X_trihalo_benzene,bond:CX_halide_aromatic-X_trihalo_benzene_(1_3_5-)
192,bond:CX_halide_generic-X_dihalo_(1_2-),bond,CX_halide,generic-X_dihalo_(1_2-),,,bond:CX_halide,bond:CX_halide_generic-X_dihalo_(1_2-),bond:CX_halide_generic-X_dihalo_(1_2-),bond:CX_halide_generic-X_dihalo_(1_2-)
193,bond:N(=O)_nitrate_generic,bond,N(=O),nitrate_generic,,,bond:N(=O),bond:N(=O)_nitrate_generic,bond:N(=O)_nitrate_generic,bond:N(=O)_nitrate_generic
194,bond:N(=O)_nitro_ab-acetylenic,bond,N(=O),nitro,ab-acetylenic,,bond:N(=O),bond:N(=O)_nitro,bond:N(=O)_nitro_ab-acetylenic,bond:N(=O)_nitro_ab-acetylenic
195,bond:N(=O)_nitro_ab-unsaturated,bond,N(=O),nitro,ab-unsaturated,,bond:N(=O),bond:N(=O)_nitro,bond:N(=O)_nitro_ab-unsaturated,bond:N(=O)_nitro_ab-unsaturated
196,bond:N(=O)_nitro_aromatic,bond,N(=O),nitro,aromatic,,bond:N(=O),bond:N(=O)_nitro,bond:N(=O)_nitro_aromatic,bond:N(=O)_nitro_aromatic
197,bond:N(=O)_nitro_C,bond,N(=O),nitro,C,,bond:N(=O),bond:N(=O)_nitro,bond:N(=O)_nitro_C,bond:N(=O)_nitro_C
198,bond:N(=O)_nitro_N,bond,N(=O),nitro,N,,bond:N(=O),bond:N(=O)_nitro,bond:N(=O)_nitro_N,bond:N(=O)_nitro_N
199,bond:N[!C]_amino,bond,N[!C]_amino,,,,bond:N[!C]_amino,bond:N[!C]_amino,bond:N[!C]_amino,bond:N[!C]_amino
200,bond:N=[N+]=[N-]_azide_aromatic,bond,N=[N+]=[N-]_azide,aromatic,,,bond:N=[N+]=[N-]_azide,bond:N=[N+]=[N-]_azide_aromatic,bond:N=[N+]=[N-]_azide_aromatic,bond:N=[N+]=[N-]_azide_aromatic
201,bond:N=[N+]=[N-]_azide_generic,bond,N=[N+]=[N-]_azide,generic,,,bond:N=[N+]=[N-]_azide,bond:N=[N+]=[N-]_azide_generic,bond:N=[N+]=[N-]_azide_generic,bond:N=[N+]=[N-]_azide_generic
202,bond:N=C=O_isocyanate_[O_S],bond,N=C=O_isocyanate,[O_S],,,bond:N=C=O_isocyanate,bond:N=C=O_isocyanate_[O_S],bond:N=C=O_isocyanate_[O_S],bond:N=C=O_isocyanate_[O_S]
203,bond:N=C=O_isocyanate_generic,bond,N=C=O_isocyanate,generic,,,bond:N=C=O_isocyanate,bond:N=C=O_isocyanate_generic,bond:N=C=O_isocyanate_generic,bond:N=C=O_isocyanate_generic
204,bond:N=C=O_isocyanate_thio,bond,N=C=O_isocyanate,thio,,,bond:N=C=O_isocyanate,bond:N=C=O_isocyanate_thio,bond:N=C=O_isocyanate_thio,bond:N=C=O_isocyanate_thio
205,bond:N=N_azo_aliphatic_acyclic,bond,N=N_azo,aliphatic_acyclic,,,bond:N=N_azo,bond:N=N_azo_aliphatic_acyclic,bond:N=N_azo_aliphatic_acyclic,bond:N=N_azo_aliphatic_acyclic
206,bond:N=N_azo_aromatic,bond,N=N_azo,aromatic,,,bond:N=N_azo,bond:N=N_azo_aromatic,bond:N=N_azo_aromatic,bond:N=N_azo_aromatic
207,bond:N=N_azo_cyanamide,bond,N=N_azo,cyanamide,,,bond:N=N_azo,bond:N=N_azo_cyanamide,bond:N=N_azo_cyanamide,bond:N=N_azo_cyanamide
208,bond:N=N_azo_generic,bond,N=N_azo,generic,,,bond:N=N_azo,bond:N=N_azo_generic,bond:N=N_azo_generic,bond:N=N_azo_generic
209,bond:N=N_azo_oxy,bond,N=N_azo,oxy,,,bond:N=N_azo,bond:N=N_azo_oxy,bond:N=N_azo_oxy,bond:N=N_azo_oxy
210,bond:N=O_nitrite_neutral,bond,N=O,nitrite,neutral,,bond:N=O,bond:N=O_nitrite,bond:N=O_nitrite_neutral,bond:N=O_nitrite_neutral
211,bond:N=O_N-nitroso_alkyl_mono,bond,N=O,N-nitroso,alkyl_mono,,bond:N=O,bond:N=O_N-nitroso,bond:N=O_N-nitroso_alkyl_mono,bond:N=O_N-nitroso_alkyl_mono
212,bond:N=O_N-nitroso_dialkyl,bond,N=O,N-nitroso,dialkyl,,bond:N=O,bond:N=O_N-nitroso,bond:N=O_N-nitroso_dialkyl,bond:N=O_N-nitroso_dialkyl
213,bond:N=O_N-nitroso_generic,bond,N=O,N-nitroso,generic,,bond:N=O,bond:N=O_N-nitroso,bond:N=O_N-nitroso_generic,bond:N=O_N-nitroso_generic
214,bond:N=O_N-nitroso,bond,N=O,N-nitroso,,,bond:N=O,bond:N=O_N-nitroso,bond:N=O_N-nitroso,bond:N=O_N-nitroso
215,bond:NC=O_aminocarbonyl_generic,bond,NC=O,aminocarbonyl_generic,,,bond:NC=O,bond:NC=O_aminocarbonyl_generic,bond:NC=O_aminocarbonyl_generic,bond:NC=O_aminocarbonyl_generic
216,bond:NC=O_urea_generic,bond,NC=O,urea_generic,,,bond:NC=O,bond:NC=O_urea_generic,bond:NC=O_urea_generic,bond:NC=O_urea_generic
217,bond:NC=O_urea_thio,bond,NC=O,urea_thio,,,bond:NC=O,bond:NC=O_urea_thio,bond:NC=O_urea_thio,bond:NC=O_urea_thio
218,bond:NN_hydrazine_acyclic_(connect_noZ),bond,NN_hydrazine,acyclic_(connect_noZ),,,bond:NN_hydrazine,bond:NN_hydrazine_acyclic_(connect_noZ),bond:NN_hydrazine_acyclic_(connect_noZ),bond:NN_hydrazine_acyclic_(connect_noZ)
219,bond:NN_hydrazine_alkyl_generic,bond,NN_hydrazine,alkyl,generic,,bond:NN_hydrazine,bond:NN_hydrazine_alkyl,bond:NN_hydrazine_alkyl_generic,bond:NN_hydrazine_alkyl_generic
220,bond:NN_hydrazine_alkyl_H,bond,NN_hydrazine,alkyl,H,,bond:NN_hydrazine,bond:NN_hydrazine_alkyl,bond:NN_hydrazine_alkyl_H,bond:NN_hydrazine_alkyl_H
221,bond:NN_hydrazine_alkyl_H2,bond,NN_hydrazine,alkyl,H2,,bond:NN_hydrazine,bond:NN_hydrazine_alkyl,bond:NN_hydrazine_alkyl_H2,bond:NN_hydrazine_alkyl_H2
222,bond:NN_hydrazine_alkyl_HH,bond,NN_hydrazine,alkyl,HH,,bond:NN_hydrazine,bond:NN_hydrazine_alkyl,bond:NN_hydrazine_alkyl_HH,bond:NN_hydrazine_alkyl_HH
223,bond:NN_hydrazine_alkyl_HH2,bond,NN_hydrazine,alkyl,HH2,,bond:NN_hydrazine,bond:NN_hydrazine_alkyl,bond:NN_hydrazine_alkyl_HH2,bond:NN_hydrazine_alkyl_HH2
224,bond:NN_hydrazine_alkyl_N(connect_Z=1),bond,NN_hydrazine,alkyl,N(connect_Z=1),,bond:NN_hydrazine,bond:NN_hydrazine_alkyl,bond:NN_hydrazine_alkyl_N(connect_Z=1),bond:NN_hydrazine_alkyl_N(connect_Z=1)
225,bond:NN=N_triazene,bond,NN=N_triazene,,,,bond:NN=N_triazene,bond:NN=N_triazene,bond:NN=N_triazene,bond:NN=N_triazene
226,bond:NO_amine_hyrdroxyl,bond,NO_amine_hyrdroxyl,,,,bond:NO_amine_hyrdroxyl,bond:NO_amine_hyrdroxyl,bond:NO_amine_hyrdroxyl,bond:NO_amine_hyrdroxyl
227,bond:NO_amino_oxy_generic,bond,NO_amino_oxy_generic,,,,bond:NO_amino_oxy_generic,bond:NO_amino_oxy_generic,bond:NO_amino_oxy_generic,bond:NO_amino_oxy_generic
228,bond:OZ_oxide_hyroxy,bond,OZ,oxide_hyroxy,,,bond:OZ,bond:OZ_oxide_hyroxy,bond:OZ_oxide_hyroxy,bond:OZ_oxide_hyroxy
229,bond:OZ_oxide_peroxy,bond,OZ,oxide_peroxy,,,bond:OZ,bond:OZ_oxide_peroxy,bond:OZ_oxide_peroxy,bond:OZ_oxide_peroxy
230,bond:OZ_oxide,bond,OZ,oxide,,,bond:OZ,bond:OZ_oxide,bond:OZ_oxide,bond:OZ_oxide
231,bond:P(=O)N_phosphonamide,bond,P(=O)N,phosphonamide,,,bond:P(=O)N,bond:P(=O)N_phosphonamide,bond:P(=O)N_phosphonamide,bond:P(=O)N_phosphonamide
232,bond:P(=O)N_phosphoramide_diamidophosphate,bond,P(=O)N,phosphoramide,diamidophosphate,,bond:P(=O)N,bond:P(=O)N_phosphoramide,bond:P(=O)N_phosphoramide_diamidophosphate,bond:P(=O)N_phosphoramide_diamidophosphate
233,bond:P(=O)N_phosphoramide_monoamidophosphate,bond,P(=O)N,phosphoramide,monoamidophosphate,,bond:P(=O)N,bond:P(=O)N_phosphoramide,bond:P(=O)N_phosphoramide_monoamidophosphate,bond:P(=O)N_phosphoramide_monoamidophosphate
234,bond:P(=O)N_phosphoramide_phosphotriamide,bond,P(=O)N,phosphoramide,phosphotriamide,,bond:P(=O)N,bond:P(=O)N_phosphoramide,bond:P(=O)N_phosphoramide_phosphotriamide,bond:P(=O)N_phosphoramide_phosphotriamide
235,bond:P=C_phosphorane_generic,bond,P=C_phosphorane_generic,,,,bond:P=C_phosphorane_generic,bond:P=C_phosphorane_generic,bond:P=C_phosphorane_generic,bond:P=C_phosphorane_generic
236,bond:P=O_phosphate_alkyl_ester,bond,P=O,phosphate,alkyl_ester,,bond:P=O,bond:P=O_phosphate,bond:P=O_phosphate_alkyl_ester,bond:P=O_phosphate_alkyl_ester
